x,y,z
522078,8417744,354.484
522088,8417743,354.375
522098,8417743,354.469
522108,8417743,354.922
522118,8417743,355.906
522128,8417743,357.125
522138,8417743,358.211
522148,8417743,359.023
522158,8417743,359.586
522168,8417743,359.938
522178,8417743,360.078
522188,8417743,359.984
522198,8417743,359.594
522208,8417743,358.953
522218,8417743,358.094
522228,8417743,357.102
522238,8417743,356.078
522248,8417743,355.117
522258,8417743,354.313
522268,8417743,353.766
522278,8417743,353.406
522288,8417743,353.133
522298,8417743,352.93
522308,8417743,352.789
522318,8417743,352.68
522328,8417743,352.602
522338,8417743,352.547
522348,8417743,352.523
522358,8417743,352.563
522368,8417743,352.664
522378,8417743,352.836
522388,8417743,353.102
522398,8417743,353.453
522408,8417743,353.945
522417,8417743,354.633
522427,8417743,355.469
522437,8417743,356.328
522447,8417743,357.188
522018,8417733,353.008
522028,8417733,352.878
522038,8417733,352.822
522048,8417733,352.844
522058,8417733,352.728
522068,8417733,352.758
522078,8417733,352.758
522088,8417733,353.028
522098,8417733,353.406
522108,8417733,354.002
522118,8417733,355.117
522128,8417733,356.349
522138,8417733,357.422
522148,8417733,358.156
522158,8417733,358.615
522168,8417733,358.906
522178,8417733,358.938
522188,8417733,358.771
522198,8417733,358.344
522208,8417733,357.659
522218,8417733,356.797
522228,8417733,355.78
522238,8417733,354.773
522248,8417733,353.792
522258,8417733,352.974
522268,8417733,352.523
522278,8417733,352.266
522288,8417733,352.102
522298,8417733,352.01
522308,8417733,352.009
522318,8417733,352.031
522328,8417733,352.033
522338,8417733,352.078
522348,8417733,352.129
522358,8417733,352.276
522368,8417733,352.453
522378,8417733,352.708
522388,8417733,353.047
522398,8417733,353.482
522408,8417733,353.993
522417,8417733,354.664
522427,8417733,355.474
522437,8417733,356.297
522447,8417733,357.118
522018,8417723,349.898
522028,8417723,350.185
522038,8417723,350.484
522048,8417723,350.758
522058,8417723,351.147
522068,8417723,351.477
522078,8417723,351.913
522088,8417723,352.411
522098,8417723,352.938
522108,8417723,353.66
522118,8417723,354.719
522128,8417723,355.88
522138,8417723,356.856
522148,8417723,357.469
522158,8417723,357.847
522168,8417723,358.023
522178,8417723,358
522188,8417723,357.762
522198,8417723,357.289
522208,8417723,356.593
522218,8417723,355.719
522228,8417723,354.719
522238,8417723,353.68
522248,8417723,352.659
522258,8417723,351.843
522268,8417723,351.484
522278,8417723,351.345
522288,8417723,351.313
522298,8417723,351.386
522308,8417723,351.563
522318,8417723,351.711
522328,8417723,351.827
522338,8417723,351.938
522348,8417723,352.051
522358,8417723,352.251
522368,8417723,352.477
522378,8417723,352.772
522388,8417723,353.172
522398,8417723,353.651
522407,8417723,354.187
522417,8417723,354.852
522427,8417723,355.603
522437,8417723,356.383
522447,8417723,357.164
522018,8417713,347.039
522028,8417713,347.664
522038,8417713,348.43
522048,8417713,349.234
522058,8417713,350.031
522068,8417713,350.82
522078,8417713,351.578
522088,8417713,352.258
522098,8417713,352.922
522108,8417713,353.688
522118,8417713,354.625
522128,8417713,355.609
522138,8417713,356.414
522148,8417713,356.922
522158,8417713,357.188
522168,8417713,357.273
522178,8417713,357.18
522188,8417713,356.875
522198,8417713,356.375
522208,8417713,355.68
522218,8417713,354.813
522228,8417713,353.805
522238,8417713,352.703
522248,8417713,351.672
522258,8417713,350.883
522268,8417713,350.555
522278,8417713,350.555
522288,8417713,350.695
522298,8417713,350.961
522308,8417713,351.32
522318,8417713,351.633
522328,8417713,351.867
522338,8417713,352.039
522348,8417713,352.203
522358,8417713,352.422
522368,8417713,352.688
522378,8417713,353.008
522388,8417713,353.438
522397,8417713,353.945
522407,8417712,354.508
522417,8417712,355.148
522427,8417712,355.844
522437,8417712,356.563
522447,8417712,357.297
522018,8417703,345.102
522028,8417703,346.021
522038,8417703,347.279
522048,8417703,348.57
522058,8417703,349.646
522068,8417703,350.789
522078,8417703,351.75
522088,8417703,352.535
522098,8417703,353.242
522108,8417703,353.948
522118,8417703,354.758
522128,8417703,355.558
522138,8417702,356.203
522148,8417702,356.555
522158,8417702,356.675
522168,8417702,356.656
522178,8417702,356.459
522188,8417702,356.101
522198,8417702,355.555
522208,8417702,354.811
522218,8417702,353.922
522228,8417702,352.915
522238,8417702,351.68
522248,8417702,350.61
522258,8417702,349.781
522268,8417702,349.602
522278,8417702,349.863
522288,8417702,350.203
522298,8417702,350.682
522308,8417702,351.291
522318,8417702,351.75
522328,8417702,352.093
522338,8417702,352.328
522348,8417702,352.511
522358,8417702,352.759
522368,8417702,353.023
522378,8417702,353.35
522388,8417702,353.813
522397,8417702,354.352
522407,8417702,354.908
522417,8417702,355.508
522427,8417702,356.147
522437,8417702,356.805
522447,8417702,357.485
522018,8417692,344.703
522028,8417692,346.094
522038,8417692,347.57
522048,8417692,348.977
522058,8417692,350.258
522068,8417692,351.422
522078,8417692,352.43
522088,8417692,353.203
522098,8417692,353.852
522108,8417692,354.469
522118,8417692,355.102
522128,8417692,355.695
522138,8417692,356.141
522148,8417692,356.344
522158,8417692,356.336
522168,8417692,356.18
522178,8417692,355.875
522188,8417692,355.422
522198,8417692,354.781
522208,8417692,353.93
522218,8417692,352.922
522228,8417692,351.742
522238,8417692,350.43
522248,8417692,349.258
522258,8417692,348.523
522268,8417692,348.539
522278,8417692,349.078
522288,8417692,349.773
522298,8417692,350.555
522308,8417692,351.359
522318,8417692,352
522328,8417692,352.453
522338,8417692,352.742
522348,8417692,352.969
522358,8417692,353.203
522368,8417692,353.477
522378,8417692,353.813
522387,8417692,354.258
522397,8417692,354.773
522407,8417692,355.32
522417,8417692,355.898
522427,8417692,356.492
522437,8417692,357.102
522447,8417692,357.727
522018,8417682,345.406
522028,8417682,347.131
522038,8417682,348.767
522048,8417682,350.156
522058,8417682,351.476
522068,8417682,352.547
522078,8417682,353.49
522088,8417682,354.137
522098,8417682,354.656
522108,8417682,355.13
522118,8417682,355.578
522128,8417682,355.958
522138,8417682,356.216
522148,8417682,356.234
522158,8417682,356.082
522168,8417682,355.781
522178,8417682,355.361
522188,8417682,354.787
522198,8417682,353.984
522208,8417682,352.971
522218,8417682,351.813
522228,8417682,350.474
522238,8417682,349.023
522248,8417682,347.748
522258,8417682,346.982
522268,8417682,347.406
522278,8417682,348.416
522288,8417682,349.422
522298,8417682,350.482
522308,8417682,351.557
522318,8417682,352.344
522328,8417682,352.9
522338,8417682,353.227
522348,8417682,353.453
522358,8417682,353.716
522368,8417682,353.984
522377,8417682,354.3
522387,8417682,354.734
522397,8417682,355.244
522407,8417682,355.76
522417,8417682,356.297
522427,8417682,356.854
522437,8417682,357.422
522447,8417682,358.016
522018,8417672,346.742
522028,8417672,348.513
522038,8417672,350.235
522048,8417672,351.719
522058,8417672,352.91
522068,8417672,353.961
522078,8417672,354.707
522088,8417672,355.221
522098,8417672,355.656
522108,8417672,355.91
522118,8417672,356.164
522128,8417672,356.285
522138,8417672,356.328
522148,8417672,356.188
522158,8417672,355.859
522168,8417672,355.406
522178,8417672,354.829
522188,8417672,354.107
522198,8417672,353.094
522208,8417672,351.938
522218,8417672,350.516
522228,8417672,349.072
522238,8417672,347.492
522248,8417672,346.25
522258,8417672,345.577
522268,8417672,346.375
522278,8417672,347.789
522288,8417672,349.18
522298,8417672,350.489
522308,8417672,351.762
522318,8417672,352.695
522328,8417672,353.338
522338,8417672,353.695
522348,8417672,353.954
522358,8417672,354.227
522368,8417672,354.484
522377,8417672,354.808
522387,8417672,355.234
522397,8417672,355.71
522407,8417672,356.201
522417,8417672,356.711
522427,8417672,357.234
522437,8417672,357.766
522447,8417671,358.316
522018,8417662,348.836
522028,8417662,350.68
522038,8417662,352.328
522048,8417662,353.719
522058,8417662,354.844
522068,8417662,355.734
522078,8417662,356.344
522088,8417662,356.711
522098,8417662,356.93
522108,8417662,356.992
522118,8417662,356.938
522128,8417662,356.789
522138,8417662,356.547
522148,8417662,356.195
522158,8417662,355.68
522168,8417662,355.008
522178,8417661,354.211
522188,8417661,353.227
522198,8417661,351.984
522208,8417661,350.539
522218,8417661,348.891
522228,8417661,347.242
522238,8417661,345.781
522248,8417661,344.758
522258,8417661,344.539
522268,8417661,345.602
522278,8417661,347.359
522288,8417661,349.102
522298,8417661,350.664
522308,8417661,351.992
522318,8417661,353.008
522328,8417661,353.695
522338,8417661,354.109
522348,8417661,354.391
522358,8417661,354.68
522367,8417661,354.969
522377,8417661,355.305
522387,8417661,355.711
522397,8417661,356.164
522407,8417661,356.641
522417,8417661,357.133
522427,8417661,357.633
522437,8417661,358.141
522447,8417661,358.656
522018,8417651,351.367
522028,8417651,353.19
522038,8417651,354.728
522048,8417651,355.953
522058,8417651,356.954
522068,8417651,357.68
522078,8417651,358.182
522088,8417651,358.319
522098,8417651,358.297
522108,8417651,358.124
522118,8417651,357.758
522128,8417651,357.295
522138,8417651,356.774
522148,8417651,356.203
522158,8417651,355.488
522168,8417651,354.586
522178,8417651,353.542
522188,8417651,352.279
522198,8417651,350.766
522208,8417651,349.037
522218,8417651,347.141
522228,8417651,345.374
522238,8417651,344.102
522248,8417651,343.42
522258,8417651,343.389
522268,8417651,345.008
522278,8417651,347.246
522288,8417651,349.18
522298,8417651,350.887
522308,8417651,352.263
522318,8417651,353.289
522328,8417651,354.007
522338,8417651,354.445
522348,8417651,354.755
522358,8417651,355.083
522367,8417651,355.406
522377,8417651,355.732
522387,8417651,356.148
522397,8417651,356.589
522407,8417651,357.047
522417,8417651,357.539
522427,8417651,358.024
522437,8417651,358.523
522447,8417651,359.026
522018,8417641,353.93
522028,8417641,355.664
522038,8417641,357.078
522048,8417641,358.18
522058,8417641,359.008
522068,8417641,359.578
522078,8417641,359.859
522088,8417641,359.813
522098,8417641,359.547
522108,8417641,359.102
522118,8417641,358.461
522128,8417641,357.719
522138,8417641,356.953
522148,8417641,356.148
522158,8417641,355.234
522168,8417641,354.125
522178,8417641,352.828
522188,8417641,351.297
522198,8417641,349.523
522208,8417641,347.547
522218,8417641,345.5
522228,8417641,343.727
522238,8417641,342.617
522248,8417641,342.227
522258,8417641,342.75
522268,8417641,344.609
522278,8417641,347.055
522288,8417641,349.281
522298,8417641,351.117
522308,8417641,352.508
522318,8417641,353.539
522328,8417641,354.258
522338,8417641,354.734
522348,8417641,355.094
522357,8417641,355.43
522367,8417641,355.766
522377,8417641,356.141
522387,8417641,356.555
522397,8417641,356.992
522407,8417641,357.453
522417,8417641,357.945
522427,8417641,358.43
522437,8417641,358.922
522447,8417641,359.43
522018,8417631,356.391
522028,8417631,358.007
522038,8417631,359.312
522048,8417631,360.281
522058,8417631,360.923
522068,8417631,361.313
522078,8417631,361.384
522088,8417631,361.068
522098,8417631,360.57
522108,8417631,359.899
522118,8417631,358.977
522128,8417631,357.986
522138,8417631,356.966
522148,8417631,355.984
522158,8417631,354.899
522168,8417631,353.594
522178,8417631,352.074
522188,8417631,350.308
522198,8417631,348.359
522208,8417631,346.275
522218,8417631,344.086
522228,8417631,342.285
522238,8417631,341.484
522248,8417631,341.432
522258,8417631,342.061
522268,8417631,344.375
522278,8417631,347.162
522288,8417631,349.5
522298,8417631,351.381
522308,8417631,352.729
522318,8417631,353.758
522328,8417631,354.483
522338,8417631,354.945
522347,8417631,355.31
522357,8417631,355.694
522367,8417631,356.055
522377,8417631,356.456
522387,8417631,356.898
522397,8417631,357.36
522407,8417631,357.839
522417,8417631,358.344
522427,8417631,358.861
522437,8417631,359.367
522447,8417631,359.876
522457,8417784,359.546
522467,8417784,360.172
522477,8417784,360.801
522487,8417784,361.453
522497,8417784,362.098
522507,8417784,362.742
522517,8417784,363.424
522527,8417784,364.209
522537,8417784,365.203
522547,8417784,366.361
522557,8417784,367.898
522567,8417784,369.66
522577,8417784,371.847
522587,8417784,373.781
522597,8417784,375.442
522607,8417784,376.906
522617,8417784,378.084
522627,8417784,379.02
522637,8417784,379.836
522647,8417784,380.518
522657,8417784,381.141
522667,8417784,381.706
522677,8417784,382.226
522687,8417784,382.656
522697,8417784,383.028
522707,8417784,383.32
522717,8417784,383.556
522727,8417784,383.697
522737,8417784,383.766
522747,8417784,383.761
522757,8417784,383.688
522767,8417784,383.566
522777,8417784,383.375
522787,8417784,383.17
522797,8417784,382.935
522807,8417784,382.656
522817,8417784,382.372
522827,8417784,382.078
522837,8417784,381.814
522847,8417784,381.541
522857,8417784,381.273
522867,8417784,380.992
522877,8417784,380.703
522887,8417784,380.431
522897,8417784,380.128
522907,8417784,379.82
522917,8417784,379.505
522927,8417784,379.164
522937,8417784,378.818
522947,8417784,378.455
522957,8417784,378.078
522967,8417784,377.65
522977,8417784,377.078
522987,8417784,376.382
522997,8417784,375.515
523007,8417784,374.531
523017,8417784,373.494
523027,8417784,372.344
523037,8417784,371.132
523047,8417784,369.906
523057,8417784,368.735
523067,8417784,367.594
523077,8417784,366.57
523087,8417784,365.682
523097,8417784,364.875
523107,8417784,364.182
523117,8417784,363.603
523127,8417784,363.055
523136,8417784,362.495
523146,8417784,361.984
523156,8417783,361.362
523166,8417783,360.557
523176,8417783,359.711
523186,8417783,358.811
523196,8417783,358.172
523206,8417783,357.621
523216,8417783,357.245
523226,8417783,357.211
523236,8417783,357.422
522457,8417774,359.013
522467,8417774,359.719
522477,8417774,360.418
522487,8417774,361.102
522497,8417774,361.778
522507,8417774,362.414
522517,8417774,363.135
522527,8417774,363.936
522537,8417774,364.875
522547,8417774,366.108
522557,8417774,367.57
522567,8417774,369.407
522577,8417774,371.579
522587,8417774,373.484
522597,8417774,375.239
522607,8417774,376.75
522617,8417774,378.018
522627,8417774,378.94
522637,8417774,379.695
522647,8417774,380.345
522657,8417774,380.945
522667,8417774,381.5
522677,8417774,382.013
522687,8417774,382.438
522697,8417774,382.815
522707,8417774,383.102
522717,8417774,383.346
522727,8417774,383.486
522737,8417774,383.547
522747,8417774,383.521
522757,8417774,383.43
522767,8417774,383.273
522777,8417774,383.055
522787,8417774,382.82
522797,8417774,382.557
522807,8417774,382.258
522817,8417774,381.948
522827,8417774,381.648
522837,8417774,381.365
522847,8417774,381.097
522857,8417774,380.836
522867,8417774,380.569
522877,8417774,380.313
522887,8417774,380.045
522897,8417773,379.745
522907,8417773,379.445
522917,8417773,379.109
522927,8417773,378.758
522937,8417773,378.407
522947,8417773,378.039
522957,8417773,377.68
522967,8417773,377.252
522977,8417773,376.695
522987,8417773,375.996
522997,8417773,375.129
523007,8417773,374.164
523017,8417773,373.121
523027,8417773,371.992
523037,8417773,370.786
523047,8417773,369.586
523057,8417773,368.414
523067,8417773,367.299
523077,8417773,366.344
523087,8417773,365.529
523097,8417773,364.867
523107,8417773,364.334
523117,8417773,363.98
523127,8417773,363.664
523136,8417773,363.382
523146,8417773,363.117
523156,8417773,362.815
523166,8417773,362.297
523176,8417773,361.672
523186,8417773,361.061
523196,8417773,360.43
523206,8417773,359.933
523216,8417773,359.511
523226,8417773,359.32
523236,8417773,359.391
522457,8417764,358.563
522467,8417764,359.352
522477,8417764,360.102
522487,8417764,360.82
522497,8417764,361.516
522507,8417764,362.203
522517,8417764,362.93
522527,8417764,363.758
522537,8417764,364.742
522547,8417764,365.961
522557,8417764,367.453
522567,8417764,369.25
522577,8417764,371.281
522587,8417764,373.227
522597,8417764,375
522607,8417764,376.563
522617,8417764,377.844
522627,8417763,378.781
522637,8417763,379.516
522647,8417763,380.141
522657,8417763,380.734
522667,8417763,381.289
522677,8417763,381.797
522687,8417763,382.227
522697,8417763,382.602
522707,8417763,382.898
522717,8417763,383.133
522727,8417763,383.273
522737,8417763,383.32
522747,8417763,383.281
522757,8417763,383.156
522767,8417763,382.969
522777,8417763,382.727
522787,8417763,382.445
522797,8417763,382.148
522807,8417763,381.813
522817,8417763,381.461
522827,8417763,381.148
522837,8417763,380.867
522847,8417763,380.617
522857,8417763,380.375
522867,8417763,380.133
522877,8417763,379.898
522887,8417763,379.641
522897,8417763,379.367
522907,8417763,379.055
522917,8417763,378.695
522927,8417763,378.328
522937,8417763,377.953
522947,8417763,377.586
522957,8417763,377.227
522967,8417763,376.805
522977,8417763,376.258
522987,8417763,375.578
522997,8417763,374.742
523007,8417763,373.805
523017,8417763,372.781
523027,8417763,371.68
523037,8417763,370.523
523047,8417763,369.367
523057,8417763,368.227
523067,8417763,367.18
523077,8417763,366.297
523087,8417763,365.586
523097,8417763,365.047
523107,8417763,364.695
523117,8417763,364.516
523126,8417763,364.43
523136,8417763,364.391
523146,8417763,364.391
523156,8417763,364.313
523166,8417763,364.078
523176,8417763,363.719
523186,8417763,363.273
523196,8417763,362.734
523206,8417763,362.195
523216,8417763,361.727
523226,8417763,361.406
523236,8417763,361.32
522457,8417753,358.252
522467,8417753,359.07
522477,8417753,359.859
522487,8417753,360.617
522497,8417753,361.352
522507,8417753,362.078
522517,8417753,362.852
522527,8417753,363.713
522537,8417753,364.758
522547,8417753,365.952
522557,8417753,367.43
522567,8417753,369.097
522577,8417753,371.093
522587,8417753,372.969
522597,8417753,374.686
522607,8417753,376.305
522617,8417753,377.635
522627,8417753,378.542
522637,8417753,379.25
522647,8417753,379.86
522657,8417753,380.477
522667,8417753,381.055
522677,8417753,381.59
522687,8417753,382.031
522697,8417753,382.409
522707,8417753,382.703
522717,8417753,382.935
522727,8417753,383.076
522737,8417753,383.102
522747,8417753,383.058
522757,8417753,382.906
522767,8417753,382.687
522777,8417753,382.391
522787,8417753,382.069
522797,8417753,381.718
522807,8417753,381.32
522817,8417753,380.939
522827,8417753,380.594
522837,8417753,380.306
522847,8417753,380.075
522857,8417753,379.867
522867,8417753,379.654
522877,8417753,379.469
522887,8417753,379.241
522897,8417753,378.956
522907,8417753,378.648
522917,8417753,378.287
522927,8417753,377.891
522937,8417753,377.473
522947,8417753,377.065
522957,8417753,376.695
522967,8417753,376.302
522977,8417753,375.773
522987,8417753,375.135
522997,8417753,374.32
523007,8417753,373.438
523017,8417753,372.464
523027,8417753,371.43
523037,8417753,370.345
523047,8417753,369.273
523057,8417753,368.213
523067,8417753,367.238
523077,8417753,366.461
523087,8417753,365.847
523097,8417753,365.445
523107,8417753,365.208
523116,8417753,365.231
523126,8417753,365.344
523136,8417753,365.506
523146,8417753,365.758
523156,8417753,365.933
523166,8417753,365.9
523176,8417753,365.789
523186,8417753,365.507
523196,8417753,365.008
523206,8417753,364.412
523216,8417753,363.874
523226,8417753,363.438
523236,8417753,363.214
522457,8417743,358.047
522467,8417743,358.875
522477,8417743,359.703
522487,8417743,360.5
522497,8417743,361.266
522507,8417743,362.039
522517,8417743,362.875
522527,8417743,363.813
522537,8417743,364.875
522547,8417743,366.102
522557,8417743,367.5
522567,8417743,369.109
522577,8417743,370.891
522587,8417743,372.656
522597,8417743,374.352
522607,8417743,375.938
522617,8417743,377.266
522627,8417743,378.211
522637,8417743,378.922
522647,8417743,379.547
522657,8417743,380.188
522667,8417743,380.813
522677,8417743,381.367
522687,8417743,381.828
522697,8417743,382.211
522707,8417743,382.516
522717,8417743,382.742
522727,8417743,382.875
522737,8417743,382.898
522747,8417743,382.828
522757,8417743,382.656
522767,8417743,382.391
522777,8417743,382.047
522787,8417743,381.664
522797,8417743,381.242
522807,8417743,380.789
522817,8417743,380.344
522827,8417743,379.969
522837,8417743,379.688
522847,8417743,379.492
522857,8417743,379.32
522867,8417743,379.164
522877,8417743,379.008
522887,8417743,378.828
522897,8417743,378.563
522907,8417743,378.234
522917,8417743,377.852
522927,8417743,377.414
522937,8417743,376.953
522947,8417743,376.508
522957,8417743,376.117
522967,8417743,375.727
522977,8417743,375.242
522987,8417743,374.633
522997,8417743,373.898
523007,8417743,373.086
523017,8417743,372.195
523027,8417743,371.242
523037,8417743,370.273
523047,8417743,369.313
523057,8417743,368.383
523067,8417743,367.531
523077,8417743,366.852
523087,8417743,366.367
523097,8417743,366.078
523107,8417743,366
523116,8417743,366.141
523126,8417743,366.422
523136,8417743,366.789
523146,8417743,367.227
523156,8417743,367.594
523166,8417743,367.797
523176,8417743,367.852
523186,8417743,367.672
523196,8417742,367.203
523206,8417742,366.578
523216,8417742,365.953
523226,8417742,365.406
523236,8417742,365.047
522457,8417733,357.97
522467,8417733,358.789
522477,8417733,359.617
522487,8417733,360.43
522497,8417733,361.237
522507,8417733,362.047
522517,8417733,362.939
522527,8417733,363.88
522537,8417733,364.93
522547,8417733,366.155
522557,8417733,367.422
522567,8417733,368.926
522577,8417733,370.53
522587,8417733,372.109
522597,8417733,373.78
522607,8417733,375.375
522617,8417733,376.813
522627,8417733,377.757
522637,8417733,378.492
522647,8417733,379.167
522657,8417733,379.875
522667,8417733,380.552
522677,8417733,381.167
522687,8417733,381.648
522697,8417733,382.028
522707,8417733,382.344
522717,8417733,382.566
522727,8417733,382.704
522737,8417733,382.711
522747,8417733,382.632
522757,8417733,382.438
522767,8417733,382.138
522777,8417733,381.734
522787,8417733,381.277
522797,8417733,380.791
522807,8417733,380.258
522817,8417733,379.728
522827,8417733,379.313
522837,8417733,379.015
522847,8417733,378.845
522857,8417733,378.695
522867,8417733,378.586
522877,8417733,378.477
522887,8417733,378.349
522897,8417733,378.087
522907,8417733,377.766
522917,8417733,377.386
522927,8417733,376.891
522937,8417732,376.374
522947,8417732,375.886
522957,8417732,375.516
522967,8417732,375.151
522977,8417732,374.688
522987,8417732,374.131
522997,8417732,373.449
523007,8417732,372.719
523017,8417732,371.938
523027,8417732,371.102
523037,8417732,370.266
523047,8417732,369.43
523057,8417732,368.65
523067,8417732,367.939
523077,8417732,367.406
523087,8417732,367.053
523097,8417732,366.875
523106,8417732,366.921
523116,8417732,367.203
523126,8417732,367.594
523136,8417732,368.12
523146,8417732,368.742
523156,8417732,369.312
523166,8417732,369.633
523176,8417732,369.852
523186,8417732,369.812
523196,8417732,369.336
523206,8417732,368.647
523216,8417732,367.982
523226,8417732,367.367
523236,8417732,366.879
522457,8417723,357.981
522467,8417723,358.773
522477,8417723,359.581
522487,8417723,360.391
522497,8417723,361.185
522507,8417723,362.008
522517,8417723,362.864
522527,8417723,363.771
522537,8417723,364.766
522547,8417723,365.851
522557,8417723,367
522567,8417723,368.289
522577,8417723,369.665
522587,8417723,371.148
522597,8417723,372.799
522607,8417723,374.5
522617,8417723,376.068
522627,8417723,377.137
522637,8417723,378
522647,8417723,378.794
522657,8417723,379.563
522667,8417722,380.314
522677,8417722,380.977
522687,8417722,381.477
522697,8417722,381.873
522707,8417722,382.188
522717,8417722,382.418
522727,8417722,382.551
522737,8417722,382.547
522747,8417722,382.456
522757,8417722,382.234
522767,8417722,381.917
522777,8417722,381.461
522787,8417722,380.953
522797,8417722,380.403
522807,8417722,379.766
522817,8417722,379.156
522827,8417722,378.664
522837,8417722,378.307
522847,8417722,378.101
522857,8417722,377.977
522867,8417722,377.846
522877,8417722,377.813
522887,8417722,377.689
522897,8417722,377.452
522907,8417722,377.195
522917,8417722,376.788
522927,8417722,376.305
522937,8417722,375.763
522947,8417722,375.267
522957,8417722,374.898
522967,8417722,374.538
522977,8417722,374.102
522987,8417722,373.59
522997,8417722,372.979
523007,8417722,372.336
523017,8417722,371.66
523027,8417722,370.953
523037,8417722,370.243
523047,8417722,369.578
523057,8417722,368.942
523067,8417722,368.392
523077,8417722,368.031
523087,8417722,367.801
523096,8417722,367.766
523106,8417722,367.921
523116,8417722,368.309
523126,8417722,368.836
523136,8417722,369.465
523146,8417722,370.258
523156,8417722,370.93
523166,8417722,371.387
523176,8417722,371.773
523186,8417722,371.812
523196,8417722,371.391
523206,8417722,370.674
523216,8417722,369.993
523226,8417722,369.336
523236,8417722,368.783
522457,8417712,358.055
522467,8417712,358.805
522477,8417712,359.586
522487,8417712,360.367
522497,8417712,361.141
522507,8417712,361.93
522517,8417712,362.742
522527,8417712,363.57
522537,8417712,364.438
522547,8417712,365.352
522557,8417712,366.328
522567,8417712,367.367
522577,8417712,368.523
522587,8417712,369.938
522597,8417712,371.586
522607,8417712,373.406
522617,8417712,375.094
522627,8417712,376.398
522637,8417712,377.469
522647,8417712,378.406
522657,8417712,379.273
522667,8417712,380.078
522677,8417712,380.781
522687,8417712,381.32
522697,8417712,381.727
522707,8417712,382.047
522717,8417712,382.281
522727,8417712,382.406
522737,8417712,382.398
522747,8417712,382.297
522757,8417712,382.07
522767,8417712,381.711
522777,8417712,381.227
522787,8417712,380.656
522797,8417712,380.031
522807,8417712,379.313
522817,8417712,378.602
522827,8417712,378.008
522837,8417712,377.586
522847,8417712,377.32
522857,8417712,377.141
522867,8417712,377.055
522877,8417712,377.016
522887,8417712,376.953
522897,8417712,376.773
522907,8417712,376.508
522917,8417712,376.141
522927,8417712,375.664
522937,8417712,375.141
522947,8417712,374.656
522957,8417712,374.258
522967,8417712,373.898
522977,8417712,373.5
522987,8417712,373.039
522997,8417712,372.508
523007,8417712,371.945
523017,8417712,371.367
523027,8417712,370.789
523037,8417712,370.227
523047,8417712,369.719
523057,8417712,369.273
523067,8417712,368.914
523077,8417712,368.695
523087,8417712,368.625
523096,8417712,368.727
523106,8417712,369.008
523116,8417712,369.484
523126,8417712,370.117
523136,8417712,370.875
523146,8417712,371.719
523156,8417712,372.516
523166,8417712,373.141
523176,8417712,373.594
523186,8417712,373.711
523196,8417712,373.344
523206,8417712,372.695
523216,8417712,372
523226,8417712,371.32
523236,8417712,370.742
522457,8417702,358.194
522467,8417702,358.898
522477,8417702,359.626
522487,8417702,360.359
522497,8417702,361.087
522507,8417702,361.828
522517,8417702,362.567
522527,8417702,363.311
522537,8417702,364.039
522547,8417702,364.781
522557,8417702,365.586
522567,8417702,366.428
522577,8417702,367.352
522587,8417702,368.734
522597,8417702,370.347
522607,8417702,372.375
522617,8417702,374.272
522627,8417702,375.72
522637,8417702,377.008
522647,8417702,378.087
522657,8417702,379.055
522667,8417702,379.896
522677,8417702,380.649
522687,8417702,381.211
522697,8417702,381.622
522707,8417702,381.953
522717,8417702,382.188
522727,8417702,382.313
522737,8417702,382.297
522747,8417702,382.18
522757,8417702,381.945
522767,8417702,381.571
522777,8417702,381.063
522787,8417702,380.435
522797,8417702,379.754
522807,8417702,378.922
522817,8417702,378.071
522827,8417702,377.328
522837,8417702,376.76
522847,8417702,376.329
522857,8417702,375.984
522867,8417702,375.907
522877,8417702,375.844
522887,8417702,375.908
522897,8417702,375.771
522907,8417702,375.547
522917,8417702,375.312
522927,8417702,374.875
522937,8417702,374.411
522947,8417702,373.96
522957,8417702,373.586
522967,8417702,373.253
522977,8417702,372.867
522987,8417702,372.456
522997,8417702,371.99
523007,8417702,371.531
523017,8417702,371.066
523027,8417702,370.594
523037,8417702,370.184
523047,8417702,369.82
523057,8417702,369.556
523067,8417702,369.345
523077,8417702,369.289
523086,8417702,369.398
523096,8417702,369.617
523106,8417702,370.024
523116,8417702,370.598
523126,8417702,371.281
523136,8417702,372.111
523146,8417702,373.008
523156,8417702,373.933
523166,8417702,374.6
523176,8417702,375.141
523186,8417702,375.447
523196,8417702,375.063
523206,8417702,374.477
523216,8417702,373.834
523226,8417702,373.141
523236,8417701,372.578
522457,8417692,358.383
522467,8417692,359.031
522477,8417692,359.703
522487,8417692,360.375
522497,8417692,361.047
522507,8417692,361.719
522517,8417692,362.375
522527,8417692,363.008
522537,8417692,363.633
522547,8417692,364.258
522557,8417692,364.922
522567,8417692,365.648
522577,8417692,366.531
522587,8417692,367.828
522597,8417692,369.547
522607,8417692,371.602
522617,8417692,373.625
522627,8417692,375.305
522637,8417692,376.742
522647,8417692,377.969
522657,8417692,378.977
522667,8417692,379.836
522677,8417692,380.563
522687,8417692,381.133
522697,8417692,381.57
522707,8417692,381.898
522717,8417692,382.133
522727,8417692,382.25
522737,8417692,382.234
522747,8417692,382.109
522757,8417692,381.867
522767,8417692,381.5
522777,8417692,380.992
522787,8417692,380.344
522797,8417692,379.57
522807,8417692,378.625
522817,8417692,377.617
522827,8417692,376.633
522837,8417692,375.719
522847,8417692,374.906
