Date,Leone,Nuuuli,Afono
8/16/2017,13.12452137,7.631643696,8.466233546
8/17/2017,8.57550946,1.977168967,2.225282586
8/18/2017,7.271754683,1.703396919,0.808130441
8/19/2017,6.48276607,1.895766463,0.412366281
8/20/2017,39.25608977,41.2303918,23.06322391
8/21/2017,12.9963896,3.247683888,3.538870989
8/22/2017,10.10548787,1.811909013,1.689163799
8/23/2017,8.24859135,1.661135187,1.03856323
8/24/2017,6.651869612,1.741909319,0.747152391
8/25/2017,5.749983843,2.000716459,0.661732673
8/26/2017,4.465046872,2.313397909,0.388067685
8/27/2017,5.46771227,2.198675872,0.601148079
8/28/2017,3.928184903,2.319693376,0.270944485
8/29/2017,4.526853019,2.330821837,0.260047868
8/30/2017,3.838285865,2.592505262,0.191088015
8/31/2017,5.170472898,2.766946324,0.507904782
9/1/2017,4.959716835,2.66491197,0.388021006
9/2/2017,8.106797912,1.907462906,0.817160961
9/3/2017,6.981238854,1.868018156,0.878420116
9/4/2017,6.601452091,1.711865895,1.253936966
9/5/2017,4.331055718,2.32553022,0.566684832
9/6/2017,4.838458983,2.392035985,0.419150477
9/7/2017,5.420604468,2.457471,0.347658034
9/8/2017,4.66580607,2.500608049,0.235291359
9/9/2017,3.667464439,2.813547976,0.112124239
9/10/2017,3.853414998,3.355075214,0.078083764
9/11/2017,4.001601288,3.716563416,0.060000864
9/12/2017,3.414197754,4.200737666,0.041496946
9/13/2017,2.973639064,4.637191511,0.029815775
9/14/2017,3.139407786,4.714620179,0.034851062
9/15/2017,3.584586983,4.626171171,0.031837641
9/16/2017,3.744608677,4.767311453,0.052457651
9/17/2017,3.861828256,4.187137748,0.044574777
9/18/2017,4.686404507,2.220699218,0.125375044
9/19/2017,3.96392049,6.481278785,4.562575041
9/20/2017,2.864904914,1.93629556,0.772321498
9/21/2017,2.616167897,2.473446351,0.16511116
9/22/2017,3.273116946,2.185622894,0.154501415
9/23/2017,15.17557258,23.43780154,9.788290278
9/24/2017,10.4368942,7.194213458,3.15094592
9/25/2017,9.74608045,3.190681948,1.016139655
9/26/2017,5.890407629,1.711756249,0.760094372
9/27/2017,8.325266575,1.694948426,0.551997028
9/28/2017,6.784510795,1.780458934,0.433822235
9/29/2017,5.859954618,1.889449547,0.264902235
9/30/2017,4.741281314,1.971526897,0.23565895
10/1/2017,3.911817,2.342506652,0.171961166
10/2/2017,4.214297307,2.22484107,0.286482989
10/3/2017,4.100640026,2.052011199,1.377339797
10/4/2017,3.79587923,1.75611807,0.707879442
10/5/2017,3.764083285,2.164875521,0.313970487
10/6/2017,3.926602387,3.222340999,0.382033615
10/7/2017,3.276552335,1.924206091,0.483284157
10/8/2017,3.301641812,1.734097765,0.248243519
10/9/2017,3.79110694,4.072374441,1.725096872
10/10/2017,3.505885631,1.74088114,1.239342751
10/11/2017,3.243451784,4.992484087,4.045847124
10/12/2017,23.12630895,43.24847267,26.45906893
10/13/2017,18.55197215,20.4468084,17.51847663
10/14/2017,11.75667732,3.966953683,4.24761832
10/15/2017,9.766226003,2.493152954,3.245586142
10/16/2017,9.553201346,33.78672132,19.16021573
10/17/2017,8.614089951,7.701654747,7.159415129
10/18/2017,36.3745162,27.34777658,8.839217143
10/19/2017,29.08839066,19.08021066,9.988520998
10/20/2017,19.3867529,8.32435692,6.806553581
10/21/2017,15.53964275,12.49046931,3.902633939
10/22/2017,11.89565999,5.202975817,2.995198883
10/23/2017,13.52606108,4.910339409,3.01969775
10/24/2017,9.994756565,2.728099324,2.521389735
10/25/2017,8.276870411,1.924320567,1.737069666
10/26/2017,7.668460145,1.813241782,1.680998326
10/27/2017,6.658260112,1.663420694,2.087406602
10/28/2017,5.844174675,1.643818513,2.695498717
10/29/2017,9.137142485,8.104071435,21.65741115
10/30/2017,15.16679806,10.36518925,20.38311035
10/31/2017,15.08246806,3.507236945,7.775385005
11/1/2017,12.30509441,2.565939556,5.088301463
11/2/2017,9.508224802,1.754600261,3.628400402
11/3/2017,8.00538879,1.635623889,2.690294074
11/4/2017,7.153657866,1.691343554,2.063605019
11/5/2017,6.482375831,1.810532315,1.597878522
11/6/2017,9.865309993,1.810826648,1.434587045
11/7/2017,6.362975614,1.787128056,1.471219616
11/8/2017,14.63685151,1.846725443,1.53702157
11/9/2017,7.322025116,2.06509002,1.033209594
11/10/2017,6.228317675,2.413038143,0.867019808
11/11/2017,6.030212637,3.872101554,0.834120588
11/12/2017,5.62554117,3.502736843,1.446278938
11/13/2017,9.841891357,1.74793662,1.06660071
11/14/2017,6.69558906,1.834049141,0.887327589
11/15/2017,5.481789854,1.904870797,0.641964881
11/16/2017,5.63237741,2.264164209,0.745350908
11/17/2017,5.893815473,2.343679136,0.838310149
11/18/2017,5.901876423,2.671446803,0.825254517
11/19/2017,7.648016477,1.833276965,1.178537697
11/20/2017,6.014651089,2.256304805,0.808017249
11/21/2017,5.540495972,2.285701189,0.511552699
11/22/2017,17.03858773,2.26060332,3.723397188
11/23/2017,22.06758425,23.60663499,7.519246038
11/24/2017,42.00646643,32.03446935,24.94256766
11/25/2017,25.21675731,14.37516093,18.77028021
11/26/2017,17.12579327,9.188482688,11.10528579
11/27/2017,13.14163379,3.201576767,4.373081453
11/28/2017,14.50929488,3.352740842,3.597167973
11/29/2017,26.07943092,28.7968802,19.27818808
11/30/2017,15.16096858,4.503503083,5.050532584
12/1/2017,13.395973,2.662383072,3.354290611
12/2/2017,14.65382462,2.480345052,3.678628167
12/3/2017,14.08666643,2.730998936,4.368214222
12/4/2017,11.95033025,2.086419028,3.316613012
12/5/2017,10.49148194,2.31856635,2.173038344
12/6/2017,8.943316015,1.777976266,1.837422905
12/7/2017,15.60244562,14.58328663,6.504507847
12/8/2017,10.19757343,4.498892385,5.901155024
12/9/2017,8.856279254,2.517224596,3.152665548
12/10/2017,19.14585468,21.43958506,7.937460927
12/11/2017,10.7434497,4.961258945,4.094429658
12/12/2017,10.20058417,2.833708163,2.855077498
12/13/2017,7.657379401,2.130732041,1.957969206
12/14/2017,6.922747049,4.903174542,6.543748261
12/15/2017,6.452323649,1.806618851,2.304239334
12/16/2017,6.543165008,2.478102847,6.950239733
12/17/2017,6.75779925,2.297347722,9.913378487
12/18/2017,11.32751084,7.241973121,22.40668707
12/19/2017,10.61125942,7.437198778,12.97013049
12/20/2017,9.11680745,4.684321043,7.899404507
12/21/2017,7.489896054,2.220787594,5.271637264
12/22/2017,6.340834983,1.753049025,3.858117107
12/23/2017,5.80869908,1.661683407,3.077217809
12/24/2017,5.598474088,1.640637491,2.657530806
12/25/2017,5.175436311,1.712256729,2.036328067
12/26/2017,5.372344113,1.773523455,1.742824053
12/27/2017,4.846451388,2.039987066,1.545829159
12/28/2017,4.909463261,1.930998598,1.411368712
12/29/2017,8.090635573,4.932630958,5.052399672
12/30/2017,8.045077234,3.357127533,7.533374424
12/31/2017,5.606071505,1.824271927,8.28194848
1/1/2018,5.705521987,1.838715836,2.780376495
1/2/2018,5.131947155,2.042999738,1.784478953
1/3/2018,5.090959645,2.238765662,4.522032128
1/4/2018,5.552363302,2.283749994,2.556605229
1/5/2018,6.219673385,14.48679743,30.84873966
1/6/2018,35.46404055,58.51345531,43.61876146
1/7/2018,10.53060446,5.518247392,9.787325907
1/8/2018,10.97639329,2.701098669,6.46838729
1/9/2018,23.93629105,8.260014544,4.697548053
1/10/2018,65.1327479,29.05892158,13.76857861
1/11/2018,24.6769751,4.735163372,6.571442007
1/12/2018,16.46542781,2.385537697,4.039492016
1/13/2018,12.48216663,1.902796426,3.132152327
1/14/2018,9.840741374,1.694149273,2.576033554
1/15/2018,7.972076956,1.63386992,2.092594217
1/16/2018,7.043301366,1.661098673,2.063516651
1/17/2018,6.128852947,1.749920025,1.743711128
1/18/2018,6.147448629,1.806198509,1.705516353
1/19/2018,5.845528999,2.413857377,1.641020409
1/20/2018,5.733351802,1.961939887,1.695901467
1/21/2018,7.04914127,4.281994412,6.540048384
1/22/2018,6.553984531,25.07578872,12.92657532
1/23/2018,5.270226877,3.533742658,4.501805773
1/24/2018,5.581361496,3.794192013,3.499937953
1/25/2018,4.656554935,1.912656387,2.880698452
1/26/2018,8.656293693,3.140149423,4.517726369
1/27/2018,8.038498102,5.278447468,4.285060074
1/28/2018,12.01975536,5.896237919,6.266221479
1/29/2018,10.10732642,3.95738971,5.219001311
1/30/2018,7.465445249,2.661477726,3.939381953
1/31/2018,6.56902036,1.747961018,2.668066417
2/1/2018,6.182641009,1.639698983,2.493319468
2/2/2018,7.757242814,1.650705018,2.963349227
2/3/2018,6.623643026,2.363404766,3.929670281
2/4/2018,6.100051003,1.646354483,3.857474309
2/5/2018,6.246479945,1.667296459,3.51716049
